Transaction_ID,Date,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Payment_Method,Customer_Type,Region,Discount_Applied,Total_Sales
1259,2026-02-27,Eggs,Well-Milled Rice,4,711.99,Bank Transfer,Wholesale,Visayas,0.11,2534.68
1260,2026-02-21,Rice,Sinandomeng,47,1157.35,GCash,Retail,Luzon,0.03,52763.59
1261,2026-01-12,Eggs,Vegetable Oil,4,972.28,Bank Transfer,Wholesale,Luzon,0.08,3577.99
1262,2026-02-08,Rice,Sinandomeng,20,1380.16,Bank Transfer,Retail,Visayas,0.11,24566.85
1263,2026-01-02,Oil,Dinorado,10,715.74,Cash,Retail,Visayas,0.07,6656.38
1264,2026-01-03,Rice,Vegetable Oil,24,1177.81,Bank Transfer,Wholesale,Luzon,0.0,28267.44
1265,2026-04-23,Rice,Premium Rice,35,1107.75,GCash,Retail,Luzon,0.07,36057.26
1266,2026-04-11,Rice,Angelika,26,795.3,Bank Transfer,Retail,Luzon,0.04,19850.69
1267,2026-04-23,Rice,Dinorado,37,636.6,Bank Transfer,Retail,Mindanao,0.14,20256.61
1268,2026-02-25,Oil,Dinorado,38,1151.64,Bank Transfer,Wholesale,Mindanao,0.02,42887.07
1269,2026-03-22,Oil,Well-Milled Rice,21,1238.6,Cash,Retail,Luzon,0.1,23409.54
1270,2026-02-28,Eggs,Sinandomeng,40,815.63,GCash,Wholesale,Visayas,0.01,32298.95
1271,2026-04-23,Oil,Dinorado,39,1144.83,Cash,Wholesale,Luzon,0.07,41522.98
1272,2026-01-02,Oil,Dinorado,21,895.13,Cash,Retail,Mindanao,0.08,17293.91
1273,2026-01-02,Eggs,Premium Rice,10,1213.21,Cash,Retail,Visayas,0.04,11646.82
1274,2026-04-02,Oil,Premium Rice,38,699.22,Cash,Wholesale,Mindanao,0.07,24710.43
1275,2026-02-23,Rice,Vegetable Oil,46,1390.22,Cash,Wholesale,Visayas,0.02,62671.12
1276,2026-03-28,Rice,Organic Eggs,4,787.41,GCash,Retail,Mindanao,0.05,2992.16
1277,2026-04-11,Eggs,Organic Eggs,45,867.79,Bank Transfer,Retail,Visayas,0.09,35536.0
1278,2026-04-06,Eggs,Angelika,20,558.09,Cash,Wholesale,Visayas,0.05,10603.71
1279,2026-04-07,Eggs,Organic Eggs,17,611.51,Cash,Wholesale,Visayas,0.13,9044.23
1280,2026-01-01,Rice,Well-Milled Rice,7,1015.86,GCash,Wholesale,Visayas,0.09,6471.03
1281,2026-01-19,Oil,Angelika,4,767.59,GCash,Wholesale,Mindanao,0.07,2855.43
1282,2026-01-02,Rice,Vegetable Oil,29,1335.48,Bank Transfer,Wholesale,Mindanao,0.01,38341.63
1283,2026-02-22,Eggs,Premium Rice,14,514.69,GCash,Retail,Visayas,0.07,6701.26
1284,2026-02-13,Oil,Organic Eggs,3,879.09,Bank Transfer,Wholesale,Visayas,0.11,2347.17
1285,2026-03-31,Oil,Sinandomeng,24,837.35,Cash,Wholesale,Mindanao,0.04,19292.54
1286,2026-02-01,Rice,Premium Rice,37,519.33,Cash,Retail,Visayas,0.12,16909.38
1287,2026-03-11,Eggs,Well-Milled Rice,16,624.37,Bank Transfer,Retail,Visayas,0.04,9590.32
1288,2026-02-01,Rice,Premium Rice,4,913.64,GCash,Wholesale,Visayas,0.12,3216.01
1289,2026-04-29,Oil,Well-Milled Rice,24,992.86,Bank Transfer,Wholesale,Luzon,0.01,23590.35
1290,2026-03-09,Rice,Well-Milled Rice,34,904.29,GCash,Retail,Visayas,0.13,26748.9
1291,2026-02-24,Rice,Well-Milled Rice,30,1030.94,Cash,Wholesale,Luzon,0.07,28763.23
1292,2026-03-16,Eggs,Vegetable Oil,18,1095.13,GCash,Wholesale,Visayas,0.04,18923.85
1293,2026-02-25,Eggs,Well-Milled Rice,19,509.92,Bank Transfer,Retail,Mindanao,0.04,9300.94
1294,2026-01-17,Oil,Well-Milled Rice,31,964.1,Bank Transfer,Wholesale,Luzon,0.06,28093.87
1295,2026-02-07,Rice,Sinandomeng,19,1463.5,Cash,Retail,Luzon,0.15,23635.52
1296,2026-01-24,Rice,Angelika,49,1019.03,GCash,Retail,Visayas,0.03,48434.5
1297,2026-03-10,Rice,Dinorado,46,1177.54,GCash,Retail,Visayas,0.02,53083.5
1298,2026-04-26,Oil,Angelika,19,811.86,GCash,Retail,Luzon,0.09,14037.06
1299,2026-04-08,Oil,Well-Milled Rice,22,1273.99,Cash,Wholesale,Mindanao,0.07,26065.84
1300,2026-03-11,Eggs,Sinandomeng,24,1272.92,GCash,Retail,Mindanao,0.08,28106.07
1301,2026-03-27,Eggs,Premium Rice,45,1021.3,Bank Transfer,Wholesale,Visayas,0.1,41362.65
1302,2026-01-11,Eggs,Sinandomeng,12,1476.01,GCash,Wholesale,Mindanao,0.04,17003.64
1303,2026-04-22,Rice,Well-Milled Rice,30,625.55,Cash,Wholesale,Mindanao,0.14,16139.19
1304,2026-01-16,Rice,Sinandomeng,38,516.95,GCash,Wholesale,Visayas,0.07,18269.01
1305,2026-04-07,Eggs,Organic Eggs,31,1270.16,GCash,Wholesale,Mindanao,0.02,38587.46
1306,2026-03-14,Rice,Sinandomeng,36,1307.16,Bank Transfer,Retail,Visayas,0.11,41881.41
1307,2026-02-28,Eggs,Well-Milled Rice,19,620.21,GCash,Retail,Luzon,0.1,10605.59
1308,2026-03-11,Oil,Vegetable Oil,48,765.58,Bank Transfer,Retail,Visayas,0.05,34910.45
1309,2026-03-21,Eggs,Organic Eggs,45,517.55,Bank Transfer,Retail,Luzon,0.09,21193.67
1310,2026-04-03,Oil,Sinandomeng,36,793.31,Cash,Wholesale,Luzon,0.03,27702.39
1311,2026-01-03,Rice,Dinorado,30,1273.14,Bank Transfer,Retail,Mindanao,0.07,35520.61
1312,2026-01-20,Eggs,Dinorado,49,1017.96,Bank Transfer,Wholesale,Mindanao,0.13,43395.63
1313,2026-02-28,Rice,Sinandomeng,33,848.1,Cash,Wholesale,Mindanao,0.02,27427.55
1314,2026-02-05,Oil,Vegetable Oil,18,871.74,Bank Transfer,Retail,Visayas,0.06,14749.84
1315,2026-01-19,Oil,Premium Rice,49,501.35,Cash,Retail,Mindanao,0.12,21618.21
1316,2026-03-31,Oil,Well-Milled Rice,28,799.8,GCash,Retail,Luzon,0.15,19035.24
1317,2026-03-08,Rice,Dinorado,47,1146.46,Cash,Retail,Mindanao,0.07,50111.77
1318,2026-01-19,Rice,Premium Rice,11,1474.19,Bank Transfer,Wholesale,Mindanao,0.08,14918.8
1319,2026-01-20,Rice,Sinandomeng,45,1347.06,Cash,Wholesale,Visayas,0.09,55162.11
1320,2026-04-06,Rice,Premium Rice,33,523.59,Bank Transfer,Retail,Visayas,0.14,14859.48
1321,2026-03-12,Oil,Organic Eggs,17,1398.56,GCash,Wholesale,Luzon,0.13,20684.7
1322,2026-02-21,Oil,Angelika,6,1283.2,Cash,Wholesale,Visayas,0.03,7468.22
1323,2026-04-15,Eggs,Dinorado,4,1280.38,GCash,Wholesale,Mindanao,0.07,4763.01
1324,2026-02-02,Eggs,Sinandomeng,20,958.0,Bank Transfer,Retail,Visayas,0.07,17818.8
1325,2026-02-09,Rice,Well-Milled Rice,48,898.01,Bank Transfer,Wholesale,Luzon,0.12,37931.94
1326,2026-02-08,Oil,Vegetable Oil,47,802.92,GCash,Retail,Mindanao,0.09,34340.89
1327,2026-03-23,Oil,Organic Eggs,27,565.69,Cash,Retail,Luzon,0.1,13746.27
1328,2026-04-14,Oil,Sinandomeng,15,728.24,Cash,Wholesale,Visayas,0.15,9285.06
1329,2026-01-01,Eggs,Well-Milled Rice,6,746.6,Bank Transfer,Wholesale,Visayas,0.01,4434.8
1330,2026-01-11,Eggs,Vegetable Oil,47,984.08,GCash,Retail,Luzon,0.03,44864.21
1331,2026-04-02,Oil,Vegetable Oil,14,1247.44,GCash,Wholesale,Mindanao,0.06,16416.31
1332,2026-02-26,Oil,Sinandomeng,11,973.81,Cash,Wholesale,Visayas,0.05,10176.31
1333,2026-03-30,Oil,Organic Eggs,39,557.84,Cash,Retail,Visayas,0.0,21755.76
1334,2026-02-19,Eggs,Premium Rice,9,1457.79,Cash,Retail,Mindanao,0.01,12988.91
1335,2026-01-23,Oil,Premium Rice,26,1442.72,GCash,Retail,Visayas,0.1,33759.65
1336,2026-01-31,Oil,Vegetable Oil,16,1285.19,Cash,Retail,Luzon,0.13,17889.84
1337,2026-04-04,Rice,Premium Rice,5,1491.33,Cash,Wholesale,Visayas,0.08,6860.12
1338,2026-02-11,Rice,Angelika,10,1044.48,Bank Transfer,Wholesale,Visayas,0.08,9609.22
1339,2026-04-09,Eggs,Vegetable Oil,3,1462.77,Cash,Retail,Mindanao,0.04,4212.78
1340,2026-01-07,Oil,Vegetable Oil,13,575.61,Cash,Retail,Luzon,0.12,6584.98
1341,2026-01-16,Oil,Well-Milled Rice,43,865.68,GCash,Retail,Mindanao,0.11,33129.57
1342,2026-03-31,Rice,Premium Rice,49,725.38,GCash,Wholesale,Visayas,0.09,32344.69
1343,2026-04-22,Eggs,Organic Eggs,30,695.83,Bank Transfer,Retail,Visayas,0.03,20248.65
1344,2026-04-26,Rice,Vegetable Oil,45,640.8,Cash,Wholesale,Mindanao,0.01,28547.64
1345,2026-03-01,Rice,Organic Eggs,6,1122.41,Bank Transfer,Retail,Mindanao,0.01,6667.12
1346,2026-04-23,Rice,Angelika,17,1281.32,GCash,Retail,Mindanao,0.09,19822.02
1347,2026-01-02,Rice,Well-Milled Rice,45,1078.3,Bank Transfer,Retail,Luzon,0.12,42700.68
1348,2026-01-01,Oil,Sinandomeng,19,646.96,GCash,Wholesale,Visayas,0.13,10694.25
1349,2026-02-17,Oil,Organic Eggs,42,1311.12,Bank Transfer,Wholesale,Mindanao,0.07,51212.35
1350,2026-01-12,Rice,Vegetable Oil,35,1135.95,Bank Transfer,Wholesale,Visayas,0.12,34987.26
1351,2026-03-10,Eggs,Angelika,46,888.17,Cash,Retail,Luzon,0.14,35136.01
1352,2026-02-06,Eggs,Dinorado,26,1174.13,Bank Transfer,Wholesale,Luzon,0.04,29306.28
1353,2026-02-01,Eggs,Angelika,5,759.9,Cash,Wholesale,Luzon,0.06,3571.53
1354,2026-04-29,Eggs,Angelika,29,845.19,Cash,Retail,Luzon,0.14,21079.04
1355,2026-01-09,Rice,Well-Milled Rice,37,1417.49,Cash,Retail,Visayas,0.05,49824.77
1356,2026-04-15,Oil,Sinandomeng,20,790.5,Cash,Wholesale,Luzon,0.14,13596.6
1357,2026-04-09,Eggs,Dinorado,49,969.99,Bank Transfer,Wholesale,Luzon,0.15,40400.08
1358,2026-01-19,Rice,Premium Rice,21,1390.14,GCash,Wholesale,Mindanao,0.1,26273.65
1359,2026-02-17,Eggs,Premium Rice,10,1207.72,GCash,Wholesale,Luzon,0.12,10627.94
1360,2026-03-21,Eggs,Organic Eggs,5,562.2,GCash,Retail,Mindanao,0.11,2501.79
1361,2026-01-03,Rice,Angelika,36,647.3,Bank Transfer,Retail,Luzon,0.1,20972.52
1362,2026-01-20,Oil,Well-Milled Rice,6,507.84,Cash,Retail,Luzon,0.05,2894.69
1363,2026-01-24,Oil,Well-Milled Rice,26,1130.92,GCash,Wholesale,Mindanao,0.01,29109.88
1364,2026-02-23,Rice,Premium Rice,4,947.67,Bank Transfer,Wholesale,Luzon,0.05,3601.15
1365,2026-04-30,Oil,Organic Eggs,39,634.27,Cash,Retail,Visayas,0.1,22262.88
1366,2026-02-02,Rice,Organic Eggs,39,1457.93,GCash,Retail,Visayas,0.02,55722.08
1367,2026-01-24,Rice,Organic Eggs,35,1029.66,Cash,Wholesale,Luzon,0.0,36038.1
1368,2026-04-26,Rice,Dinorado,1,741.89,GCash,Wholesale,Visayas,0.02,727.05
1369,2026-03-16,Oil,Sinandomeng,24,1000.6,GCash,Retail,Mindanao,0.11,21372.82
1370,2026-04-23,Rice,Dinorado,36,1179.62,GCash,Retail,Luzon,0.15,36096.37
1371,2026-03-13,Eggs,Vegetable Oil,6,576.24,Cash,Retail,Luzon,0.15,2938.82
1372,2026-02-05,Oil,Vegetable Oil,41,774.7,Bank Transfer,Wholesale,Mindanao,0.07,29539.31
1373,2026-02-07,Oil,Sinandomeng,46,1306.97,Cash,Wholesale,Mindanao,0.13,52304.94
1374,2026-04-14,Oil,Premium Rice,44,959.66,GCash,Wholesale,Mindanao,0.11,37580.29
1375,2026-03-25,Oil,Sinandomeng,31,1046.58,Cash,Wholesale,Luzon,0.08,29848.46
1376,2026-04-09,Eggs,Well-Milled Rice,20,932.82,Bank Transfer,Wholesale,Mindanao,0.09,16977.32
1377,2026-04-22,Oil,Vegetable Oil,24,543.9,Cash,Wholesale,Mindanao,0.02,12792.53
1378,2026-03-30,Oil,Angelika,25,665.75,Bank Transfer,Retail,Visayas,0.14,14313.62
1379,2026-04-09,Rice,Angelika,36,945.54,Bank Transfer,Retail,Visayas,0.05,32337.47
1380,2026-01-25,Oil,Premium Rice,21,709.19,Cash,Wholesale,Luzon,0.07,13850.48
1381,2026-04-03,Eggs,Well-Milled Rice,30,549.98,GCash,Retail,Visayas,0.1,14849.46
1382,2026-01-18,Eggs,Dinorado,24,1343.65,Bank Transfer,Wholesale,Visayas,0.05,30635.22
1383,2026-04-20,Eggs,Well-Milled Rice,44,1481.19,Cash,Retail,Mindanao,0.04,62565.47
1384,2026-03-23,Eggs,Angelika,42,1293.14,Bank Transfer,Wholesale,Mindanao,0.09,49423.81
1385,2026-03-07,Oil,Angelika,30,1353.78,GCash,Retail,Visayas,0.0,40613.4
1386,2026-02-23,Oil,Vegetable Oil,22,741.98,Cash,Retail,Visayas,0.11,14527.97
1387,2026-02-04,Eggs,Well-Milled Rice,28,1460.63,Cash,Wholesale,Visayas,0.08,37625.83
1388,2026-03-21,Eggs,Well-Milled Rice,7,696.93,Cash,Wholesale,Luzon,0.09,4439.44
1389,2026-03-02,Oil,Angelika,35,1451.43,GCash,Retail,Luzon,0.09,46228.05
1390,2026-02-10,Eggs,Dinorado,28,1494.82,Bank Transfer,Retail,Luzon,0.08,38506.56
1391,2026-04-10,Rice,Premium Rice,14,1211.72,Cash,Wholesale,Visayas,0.09,15437.31
1392,2026-02-02,Eggs,Organic Eggs,10,1481.14,Bank Transfer,Retail,Visayas,0.1,13330.26
1393,2026-03-09,Eggs,Premium Rice,16,1069.54,Bank Transfer,Wholesale,Luzon,0.11,15230.25
1394,2026-02-02,Rice,Well-Milled Rice,16,759.54,GCash,Wholesale,Luzon,0.11,10815.85
1395,2026-01-14,Rice,Premium Rice,31,937.0,Cash,Retail,Visayas,0.13,25270.89
1396,2026-01-21,Oil,Angelika,42,1093.56,Bank Transfer,Wholesale,Mindanao,0.03,44551.63
1397,2026-02-17,Oil,Angelika,25,573.08,Cash,Retail,Luzon,0.06,13467.38
1398,2026-01-20,Rice,Well-Milled Rice,13,1122.34,Cash,Retail,Visayas,0.14,12547.76
1399,2026-04-30,Rice,Well-Milled Rice,6,1481.18,GCash,Wholesale,Visayas,0.06,8353.86
1400,2026-01-08,Oil,Organic Eggs,44,690.11,Cash,Retail,Mindanao,0.02,29757.54
1401,2026-01-07,Eggs,Organic Eggs,9,1292.6,Cash,Wholesale,Visayas,0.08,10702.73
1402,2026-03-08,Rice,Vegetable Oil,45,1407.9,Bank Transfer,Wholesale,Visayas,0.02,62088.39
1403,2026-01-17,Oil,Well-Milled Rice,36,1443.7,GCash,Wholesale,Luzon,0.03,50414.0
1404,2026-02-02,Eggs,Dinorado,43,1460.14,Cash,Retail,Luzon,0.15,53368.12
1405,2026-02-17,Rice,Premium Rice,20,1021.46,Bank Transfer,Wholesale,Mindanao,0.08,18794.86
1406,2026-03-17,Eggs,Well-Milled Rice,18,1477.31,GCash,Retail,Mindanao,0.04,25527.92
1407,2026-02-28,Oil,Sinandomeng,43,1257.31,GCash,Wholesale,Visayas,0.15,45954.68
1408,2026-04-25,Rice,Vegetable Oil,21,661.67,Bank Transfer,Wholesale,Luzon,0.14,11949.76
1409,2026-03-27,Eggs,Sinandomeng,4,976.9,Bank Transfer,Wholesale,Mindanao,0.07,3634.07
1410,2026-04-29,Rice,Angelika,33,1218.33,Bank Transfer,Retail,Mindanao,0.04,38596.69
1411,2026-01-22,Eggs,Organic Eggs,27,747.34,Bank Transfer,Retail,Mindanao,0.13,17555.02
1412,2026-04-20,Oil,Premium Rice,7,1140.62,Bank Transfer,Wholesale,Visayas,0.11,7106.06
1413,2026-01-30,Oil,Well-Milled Rice,6,1166.6,Cash,Wholesale,Luzon,0.1,6299.64
1414,2026-02-07,Rice,Sinandomeng,15,662.7,Cash,Retail,Mindanao,0.13,8648.24
1415,2026-04-12,Eggs,Premium Rice,18,1065.09,GCash,Retail,Luzon,0.1,17254.46
1416,2026-04-19,Rice,Angelika,32,1271.63,Cash,Retail,Mindanao,0.04,39064.47
1417,2026-02-20,Rice,Organic Eggs,11,998.9,Cash,Wholesale,Mindanao,0.1,9889.11
1418,2026-02-23,Eggs,Dinorado,20,512.1,Cash,Retail,Luzon,0.05,9729.9
1419,2026-01-08,Eggs,Vegetable Oil,24,509.04,Bank Transfer,Wholesale,Luzon,0.11,10873.09
1420,2026-01-27,Eggs,Premium Rice,15,857.03,GCash,Retail,Luzon,0.09,11698.46
1421,2026-01-27,Oil,Premium Rice,48,1426.19,GCash,Wholesale,Visayas,0.01,67772.55
1422,2026-04-08,Rice,Dinorado,7,728.68,GCash,Wholesale,Mindanao,0.08,4692.7
1423,2026-01-21,Rice,Premium Rice,21,1134.36,GCash,Wholesale,Visayas,0.05,22630.48
1424,2026-01-30,Oil,Angelika,42,722.08,Cash,Retail,Luzon,0.05,28810.99
1425,2026-04-07,Eggs,Angelika,26,821.67,Cash,Retail,Mindanao,0.09,19440.71
1426,2026-01-28,Oil,Dinorado,44,1348.04,Bank Transfer,Retail,Visayas,0.05,56348.07
1427,2026-04-21,Oil,Vegetable Oil,14,1228.86,GCash,Wholesale,Mindanao,0.12,15139.56
1428,2026-03-05,Oil,Well-Milled Rice,37,595.4,Cash,Wholesale,Visayas,0.01,21809.5
1429,2026-04-07,Rice,Sinandomeng,21,928.7,Cash,Retail,Luzon,0.1,17552.43
1430,2026-03-10,Oil,Well-Milled Rice,18,529.17,Bank Transfer,Wholesale,Visayas,0.12,8382.05
1431,2026-03-02,Rice,Premium Rice,5,980.89,Bank Transfer,Wholesale,Mindanao,0.1,4414.0
1432,2026-02-17,Rice,Sinandomeng,3,1162.43,Bank Transfer,Wholesale,Mindanao,0.07,3243.18
1433,2026-01-19,Rice,Dinorado,23,618.5,Cash,Retail,Mindanao,0.14,12233.93
1434,2026-01-04,Eggs,Dinorado,26,788.88,Cash,Wholesale,Mindanao,0.04,19690.44
1435,2026-02-04,Rice,Vegetable Oil,37,897.84,Bank Transfer,Retail,Luzon,0.0,33220.08
1436,2026-03-05,Rice,Sinandomeng,24,1419.53,GCash,Retail,Visayas,0.06,32024.6
1437,2026-02-18,Eggs,Angelika,49,1493.26,Bank Transfer,Retail,Luzon,0.0,73169.74
1438,2026-01-17,Rice,Sinandomeng,19,544.91,Bank Transfer,Retail,Luzon,0.14,8903.83
1439,2026-02-13,Oil,Premium Rice,25,1261.01,Bank Transfer,Retail,Luzon,0.03,30579.49
1440,2026-04-02,Oil,Angelika,21,871.72,Bank Transfer,Wholesale,Mindanao,0.12,16109.39
1441,2026-01-30,Rice,Organic Eggs,12,892.46,Cash,Retail,Mindanao,0.12,9424.38
1442,2026-04-03,Eggs,Organic Eggs,41,1254.26,GCash,Retail,Mindanao,0.03,49881.92
1443,2026-02-15,Oil,Organic Eggs,33,1418.43,Bank Transfer,Retail,Visayas,0.09,42595.45
1444,2026-04-27,Eggs,Dinorado,4,1450.93,GCash,Wholesale,Mindanao,0.01,5745.68
1445,2026-01-06,Eggs,Sinandomeng,42,1077.12,GCash,Wholesale,Visayas,0.07,42072.31
1446,2026-04-09,Oil,Organic Eggs,7,857.12,GCash,Wholesale,Mindanao,0.0,5999.84
1447,2026-04-15,Eggs,Well-Milled Rice,22,1287.55,Bank Transfer,Wholesale,Mindanao,0.14,24360.45
1448,2026-02-06,Oil,Vegetable Oil,33,751.0,Cash,Retail,Luzon,0.15,21065.55
1449,2026-01-24,Eggs,Well-Milled Rice,17,1064.07,Bank Transfer,Retail,Luzon,0.03,17546.51
1450,2026-04-03,Oil,Organic Eggs,24,858.58,GCash,Wholesale,Luzon,0.03,19987.74
1451,2026-04-23,Rice,Vegetable Oil,34,1156.63,GCash,Wholesale,Visayas,0.11,34999.62
1452,2026-02-15,Oil,Premium Rice,28,740.4,Cash,Wholesale,Visayas,0.04,19901.95
1453,2026-02-22,Oil,Well-Milled Rice,43,691.59,Bank Transfer,Wholesale,Mindanao,0.13,25872.38
1454,2026-04-05,Oil,Sinandomeng,41,1418.24,GCash,Retail,Visayas,0.09,52914.53
1455,2026-04-09,Oil,Sinandomeng,39,601.8,Cash,Wholesale,Mindanao,0.05,22296.69
1456,2026-03-01,Eggs,Well-Milled Rice,22,1005.96,GCash,Wholesale,Visayas,0.12,19475.39
1457,2026-04-07,Rice,Organic Eggs,49,720.85,Cash,Wholesale,Visayas,0.07,32849.13
1458,2026-04-26,Oil,Sinandomeng,17,538.93,Cash,Wholesale,Visayas,0.14,7879.16
1459,2026-03-04,Eggs,Premium Rice,34,536.02,Bank Transfer,Wholesale,Luzon,0.14,15673.22
1460,2026-03-26,Rice,Angelika,6,675.22,GCash,Wholesale,Visayas,0.02,3970.29
1461,2026-02-01,Rice,Organic Eggs,46,1366.77,Bank Transfer,Wholesale,Luzon,0.0,62871.42
1462,2026-03-28,Rice,Premium Rice,6,782.48,GCash,Retail,Luzon,0.15,3990.65
1463,2026-02-02,Rice,Vegetable Oil,34,1450.46,Bank Transfer,Retail,Visayas,0.14,42411.45
1464,2026-03-08,Oil,Premium Rice,1,1081.62,GCash,Retail,Mindanao,0.01,1070.8
1465,2026-01-18,Oil,Organic Eggs,10,936.61,Bank Transfer,Retail,Mindanao,0.12,8242.17
1466,2026-01-25,Eggs,Vegetable Oil,21,1080.09,Cash,Retail,Mindanao,0.07,21094.16
1467,2026-04-16,Eggs,Organic Eggs,5,1016.7,GCash,Retail,Visayas,0.04,4880.16
1468,2026-04-05,Eggs,Sinandomeng,2,1258.78,GCash,Wholesale,Mindanao,0.13,2190.28
1469,2026-02-23,Rice,Angelika,22,782.5,Cash,Wholesale,Luzon,0.03,16698.55
1470,2026-02-27,Rice,Organic Eggs,48,853.05,Bank Transfer,Retail,Mindanao,0.14,35213.9
1471,2026-03-08,Oil,Organic Eggs,2,1394.09,GCash,Wholesale,Visayas,0.03,2704.53
1472,2026-04-14,Rice,Sinandomeng,10,1446.46,GCash,Retail,Mindanao,0.09,13162.79
1473,2026-02-15,Rice,Dinorado,34,1392.56,Bank Transfer,Wholesale,Luzon,0.03,45926.63
1474,2026-01-24,Rice,Sinandomeng,16,919.45,Cash,Wholesale,Visayas,0.08,13534.3
1475,2026-04-24,Eggs,Vegetable Oil,48,1280.37,Bank Transfer,Wholesale,Mindanao,0.1,55311.98
1476,2026-02-01,Eggs,Sinandomeng,39,976.34,Bank Transfer,Wholesale,Visayas,0.03,36934.94
1477,2026-02-16,Oil,Sinandomeng,22,997.54,Bank Transfer,Wholesale,Visayas,0.08,20190.21
1478,2026-03-27,Rice,Angelika,12,704.68,GCash,Wholesale,Visayas,0.07,7864.23
1479,2026-01-23,Rice,Sinandomeng,24,1091.13,Cash,Retail,Mindanao,0.01,25925.25
1480,2026-03-07,Oil,Organic Eggs,47,686.14,Cash,Retail,Visayas,0.12,28378.75
1481,2026-01-27,Rice,Angelika,40,831.56,Bank Transfer,Wholesale,Mindanao,0.05,31599.28
1482,2026-04-16,Rice,Well-Milled Rice,38,1355.03,GCash,Retail,Luzon,0.09,46856.94
1483,2026-01-02,Eggs,Dinorado,10,707.08,Bank Transfer,Wholesale,Mindanao,0.08,6505.14
1484,2026-03-31,Oil,Angelika,35,571.16,GCash,Retail,Luzon,0.08,18391.35
1485,2026-01-17,Oil,Vegetable Oil,49,569.01,GCash,Wholesale,Mindanao,0.02,27323.86
1486,2026-04-14,Oil,Well-Milled Rice,32,1440.78,GCash,Retail,Visayas,0.06,43338.66
1487,2026-02-02,Oil,Angelika,7,1006.92,GCash,Wholesale,Mindanao,0.07,6555.05
1488,2026-01-09,Eggs,Angelika,21,909.41,Cash,Retail,Visayas,0.11,16996.87
1489,2026-02-12,Eggs,Dinorado,20,1310.88,GCash,Wholesale,Luzon,0.13,22809.31
1490,2026-04-28,Rice,Organic Eggs,26,1335.83,GCash,Retail,Mindanao,0.08,31953.05
1491,2026-02-17,Rice,Vegetable Oil,4,832.19,Bank Transfer,Wholesale,Visayas,0.01,3295.47
1492,2026-02-08,Rice,Premium Rice,46,1193.62,Bank Transfer,Wholesale,Luzon,0.04,52710.26
1493,2026-04-03,Rice,Premium Rice,22,1271.12,Cash,Wholesale,Luzon,0.02,27405.35
1494,2026-02-11,Eggs,Angelika,15,1154.65,Bank Transfer,Retail,Mindanao,0.02,16973.36
1495,2026-04-29,Oil,Sinandomeng,40,651.6,GCash,Retail,Luzon,0.05,24760.8
1496,2026-01-26,Eggs,Vegetable Oil,21,1375.88,Bank Transfer,Retail,Visayas,0.03,28026.68
1497,2026-04-09,Rice,Well-Milled Rice,15,1039.09,Cash,Wholesale,Luzon,0.03,15118.76
1498,2026-02-19,Eggs,Sinandomeng,22,782.47,Bank Transfer,Retail,Luzon,0.01,17042.2
1499,2026-01-25,Oil,Sinandomeng,28,925.23,Bank Transfer,Wholesale,Visayas,0.0,25906.44
1500,2026-01-24,Oil,Vegetable Oil,14,537.57,Cash,Retail,Luzon,0.02,7375.46
1501,2026-01-13,Eggs,Organic Eggs,27,627.87,Cash,Retail,Luzon,0.03,16443.92
1502,2026-03-01,Eggs,Angelika,41,1265.55,GCash,Retail,Luzon,0.06,48774.3
1503,2026-01-07,Eggs,Angelika,40,500.01,Bank Transfer,Retail,Luzon,0.08,18400.37
1504,2026-02-26,Rice,Angelika,28,916.57,GCash,Wholesale,Visayas,0.02,25150.68
1505,2026-02-05,Eggs,Angelika,26,1022.51,Bank Transfer,Retail,Luzon,0.06,24990.14
1506,2026-02-14,Eggs,Premium Rice,49,554.63,Bank Transfer,Retail,Visayas,0.05,25818.03
1507,2026-01-20,Eggs,Angelika,2,1473.08,GCash,Wholesale,Luzon,0.03,2857.78
1508,2026-03-06,Oil,Premium Rice,25,726.13,Bank Transfer,Wholesale,Luzon,0.0,18153.25
1509,2026-01-08,Oil,Premium Rice,3,804.2,Bank Transfer,Retail,Luzon,0.07,2243.72
1510,2026-04-20,Rice,Organic Eggs,8,803.94,Bank Transfer,Retail,Luzon,0.1,5788.37
1511,2026-01-16,Rice,Angelika,44,730.42,Cash,Wholesale,Visayas,0.03,31174.33
1512,2026-01-14,Oil,Dinorado,33,501.47,GCash,Wholesale,Visayas,0.02,16217.54
1513,2026-03-17,Oil,Well-Milled Rice,42,1229.34,Cash,Wholesale,Visayas,0.13,44920.08
1514,2026-04-25,Oil,Sinandomeng,35,1466.85,GCash,Retail,Mindanao,0.04,49286.16
1515,2026-03-28,Eggs,Premium Rice,6,724.29,GCash,Retail,Luzon,0.03,4215.37
1516,2026-01-15,Eggs,Vegetable Oil,39,1163.05,Bank Transfer,Retail,Luzon,0.13,39462.29
1517,2026-04-02,Oil,Vegetable Oil,23,1241.9,GCash,Wholesale,Visayas,0.12,25136.06
1518,2026-04-08,Eggs,Well-Milled Rice,25,1348.43,Cash,Wholesale,Mindanao,0.07,31351.0
1519,2026-03-07,Eggs,Vegetable Oil,43,922.63,Cash,Wholesale,Luzon,0.07,36895.97
